"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","mh","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","idd","at","ect","tele","saca","trc","smon","smpd","smop","hi","res","phdt","op","rs","rl","rd","od","omb","odt","oit","ort","hid","hit","ct","gh","psyh","vamc","tbg","ih","stg","lccg","ddf","stag","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","sf","md","mc","si","pi","mi","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","fsa","cit","wi","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","ad","pw","wn","mn","hv","trma","xa","dv","sed","smi","alz","ptsd","tbi","tay","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","semp","sh","tpc","tcc","vrs","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","moti","ang","mxm","crv","relp","bc","chld","yad","adlt","snr","fem","male","du","duo","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eih","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssa","ssd","stdt","ta","taec","tbs","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","fqhc","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","cbhc","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanzf","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","pefp","aot","msnh","ipsy","shp","vahc","mmd","antpych","mpep","aim","fed","sotp","dea","mhc","samf","mhpa","hbt","hct","labt","tod","vapn","vapp","vppd","oudo","nx","fx","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"MedMark Treatment Centers","SAACS","795 Fletcher Lane","","Hayward","CA","94544","","Alameda","214-379-3300","Intakes","510-247-8300 x1515","510-247-8300 x1530","http://medmark.com","37.6654207","-122.0803047","SU","","1","1","1","1","1","1","","1","1","1","1","","","","","","","1","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","","1","1","","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","","1","","","","","1","","1","","","","","1","1","","","","1","","","","","","1","","1","1","1","1","1","1","1","1","1","","1","1","","","1","1","","1","1","","","1","","","1","","","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","","","","","1","","","","","","","","","","","","","1","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","1","1","","","","","1","1","","1","","","","1","","","","","1","","1","","","","","","","1","","",""
"Bright Heart Health","","2960 Camino Diablo","Suite 105","Walnut Creek","CA","94597","","Contra Costa","800-892-2695","","","","http://www.BrightHeartHealth.com","37.899072","-122.0845378","SU","","1","1","","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","1","1","1","","","1","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","1","","","1","","","","","","1","1","1","1","1","1","","","","","","","","","","1","","","","","","1","1","","","","","","1","","1","1","1","","","","","","","","","","1","","","","1","","1","","","","","","","","","1","1","","1","1","","","","1","","1","","1","1","1","","1","1","","","","1","1","1","1","","","1","","","1","1","","1","1","","","1","1","","","","","1","1","1","1","","","","","","1","1","","1","1","1","","1","1","1","","","","","","1","","1","1","1","1","","1","","1","1","","","","","","","1","1","1","","","","","1","1","1","1","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","1","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Alhambra Valley Retreat LLC","","77 Quail Lane","","Martinez","CA","94553","","Contra Costa","209-222-8339","","925-372-6000","","http://www.alhambravalleyretreat.com","37.961135","-122.133731","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","","","","1","1","","","","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","","","","1","1","","","","1","","","","","","","","1","1","1","1","1","1","","1","1","","","1","","","1","1","","","1","","","1","","1","1","","","1","1","1","","","","1","1","","","","","1","","1","1","1","1","1","","1","","","","1","","","","","","","1","","","1","","1","1","","","1","","","1","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Project Eden","A Program of Horizon Services Inc","1866 B Street","Suite 101","Hayward","CA","94541","3139","Alameda","510-247-8200","","","","http://www.horizonservices.org","37.6828565","-122.0658602","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","","","","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","","1","","","","","","","","","","","","1","","","1","1","1","1","1","1","","","","1","","1","","","","","1","1","","","","","","","1","","","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","1","","","1","","1","1","1","","1","","1","1","1","","1","1","","","1","","","1","","","1","1","1","","","","","1","1","","","","1","1","1","","1","1","1","","","","","","","","","","","","","","1","","1","1","","","","","1","","1","","","","","","","","1","1","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Newport Academy","","16 Meadow View Lane","","San Geronimo","CA","94963","","Marin","877-820-6371","","","","http://www.newportacademy.com","38.0100505","-122.6559515","SU","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","1","","1","1","1","","","","1","1","1","","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","1","","","","","","1","","","","","1","","","","","","","","","","","","","","1","","","","","","","1","","","","","","1","","","","","","","","","","","","1","1","1","","","","","","1","","","1","","1","1","1","","1","1","","","1","","","","","1","1","","1","","","","","","","","","","1","","1","","1","1","1","","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Newport Academy","","16 Meadow View Lane","","San Geronimo","CA","94963","","Marin","877-820-6371","","","","http://www.newportacademy.com","38.0100588","-122.6559428","MH","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","1","","1","","","1","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","1","1","","","","","","","","","1","1","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","1","1","1","","","1","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"La Familia Counseling Service","","26081 Mocine Avenue","","Hayward","CA","94544","","Alameda","510-300-3550","","510-881-5921","","http://www.lafamiliacounseling.org","37.6479732","-122.0761545","MH","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","","","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","","1","","","1","","1","","","1","","","1","","1","1","1","1","","","1","1","","","","","1","1","","","","1","","1","1","1","","1","1","1","","1","","","","1","1","","","","1","","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bay Area Community Services Inc","Woodroe Place","22505 Woodroe Avenue","","Hayward","CA","94541","","Alameda","510-613-0330","","510-537-1688","","http://www.bayareacs.org","37.6886591","-122.0555347","MH","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","1","1","1","","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","1","1","","","","","1","1","","","","1","","1","1","1","","1","1","1","1","","","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","","1","","","","","","1","","","","1","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Adolescent Counseling Services","Adolescent Substance Abuse Trt Prog","643 Bair Island Road","Suite 402","Redwood City","CA","94063","2757","San Mateo","650-424-0852 x108","","","","http://www.acs-teens.org","37.4968931","-122.2251293","SU","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","1","","","1","1","","","1","","","1","","","","","1","1","","","","","","","1","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","1","1","1","","1","1","","","1","","","","","1","1","1","1","","","","","","","","","","1","1","1","","1","1","1","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Adolescent Counseling Services","Adolescent Substance Abuse Trt Prog","643 Bair Island Road","Suite 402","Redwood City","CA","94063","2757","San Mateo","650-424-0852 x108","","","","http://www.acs-teens.org","37.4968931","-122.2251293","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","1","","","1","1","","","","1","","","","","","","1","","1","","","","","","1","","","","","","","1","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Crestwood Healing Center","","550 Patterson Boulevard","","Pleasant Hill","CA","94523","4155","Contra Costa","925-938-8050","","925-938-8050 x14354","","http://www.crestwoodbehavioralhealth.com","37.9348764","-122.0718933","MH","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Contra Costa County Regional","Medical Center","2500 Alhambra Avenue","","Martinez","CA","94553","","Contra Costa","925-370-5000","","925-646-2800","","http://www.cchealth.org/medicalcenter/psychiatric.php","38.006764","-122.1327937","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","1","","1","","","","","","","1","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","1","","","","","","1","","","","1","","1","1","","1","1","1","1","","","","","1","","","","","","","1","","","","1","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Serenity Knolls Treatment Center","Chemical Dependency Recovery Program","145 Tamal Road","","Forest Knolls","CA","94933","","Marin","415-488-0400","","","","http://www.serenityknolls.com","38.0177772","-122.6926106","SU","","1","1","","","1","1","1","1","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","1","1","1","","1","1","","","","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","","","","","1","","","1","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","","1","","","","1","","","1","1","","1","1","","","1","","","1","","","1","1","1","","","","","","","","","","","","1","1","1","1","","","1","","1","","1","","1","1","1","","","1","","","","1","1","1","","","1","1","1","1","1","1","","","","1","1","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Martinez ARTS Outpatient Clinic","VA Nor Cal Healthcare System","150 Muir Road","Building 24","Martinez","CA","94553","","Contra Costa","916-843-9058","","925-372-2105","","http://www.northerncalifornia.va.gov/services/mh/arts.asp","37.9942101","-122.1153518","SU","","1","","","","1","","1","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","1","","","1","","","","","","1","","","","","","","","","","1","","","","","","","","1","","1","1","","","","","","","","","","1","","","","1","","","1","1","1","","1","1","1","","","1","1","1","1","1","1","","","","","","","","","","1","","1","","","","","1","","1","","1","1","","1","1","","","","1","","","","","","","","1","1","1","","1","1","1","1","1","","","1","","","1","1","","1","1","","","1","1","","1","","1","1","1","1","1","","","1","","","","1","","1","1","1","","1","1","","","1","","","","1","","1","1","1","1","","","","","1","","","","","","","1","1","","","","1","1","","1","1","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comprehensive Psychiatric Services","","3100 Oak Road","Suite 270","Walnut Creek","CA","94597","","Contra Costa","925-944-9711 x2","","833-277-0071","","http://www.psych-doctor.com","37.9309466","-122.0582871","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","","1","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","1","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","",""
"Martinez ARTS Outpatient Clinic","VA Nor Cal Healthcare System","150 Muir Road","Building 24","Martinez","CA","94553","","Contra Costa","916-843-9058","","925-372-2105","","http://www.northerncalifornia.va.gov/services/mh/arts.asp","37.9943905","-122.1150308","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","1","","","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","1","","","1","1","1","","","1","1","","","","","","1","","","","1","","1","","","","","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","1","","1","1","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hawthorne House","","251 Jackson Avenue","","Redwood City","CA","94061","","San Mateo","650-368-2383","","","","http://www.caminar.org","37.4802361","-122.2311987","MH","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","1","1","1","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","","","1","","1","1","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","1","","","","1","","","","","","","","","1","","","","","1","","",""
"Ujima Family Recovery Services","La Casa Ujima","904 Mellus Street","","Martinez","CA","94553","","Contra Costa","925-229-0230","","","","http://www.ujimafamily.org","38.0158175","-122.1327557","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","1","","","","1","","","1","1","1","1","1","1","","","1","1","","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","","","","1","","","","","1","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","1","","1","1","","1","","","","1","","","1","1","","1","1","1","","1","","","","","","1","","","1","1","1","","1","1","","1","","","","","","","","","","","","1","","","1","","1","","1","","","","","","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Contra Costa County","Central County Childrens Mental Health","1220 Morello Avenue","Suite 101","Martinez","CA","94553","","Contra Costa","925-335-3330","","925-521-5789","","http://cchealth.org/aod","37.9901792","-122.1010085","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Contra Costa County","Central County Childrens Mental Health","1220 Morello Avenue","Suite 101","Martinez","CA","94553","","Contra Costa","925-335-3330","","925-521-5789","","http://cchealth.org/aod","37.9901792","-122.1010085","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","","","1","1","","","","","","","","","","1","","1","","1","","","","","","","","1","1","","","","","","","","","","","","","","1","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","1","","","","1","","1","","","","","1","","","","1","","","1","1","","","","1","","","","","","","","1","1","1","","1","1","","1","","1","","1","","1","1","1","","1","1","","","1","","","","","1","1","1","1","","1","","1","1","1","","1","","1","1","1","1","1","1","1","","1","","1","","","","","","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Terra Firma Diversion","","30086 Mission Boulevard","","Hayward","CA","94544","","Alameda","510-675-9362","","","","http://TerraFirmaDiversion.com","37.6267207","-122.0427567","SU","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","1","","","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","1","","1","1","1","","1","","","1","1","","1","1","","","1","","","1","","","1","1","1","","1","","","1","","","","","","","","","","1","1","","","","","","","","","","","","","1","","","","","","","","","1","","","","1","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Evolve Treatment Centers","Walnut Creek","123 Brodia Way","","Walnut Creek","CA","94598","","Contra Costa","800-859-9052","","","","http://www.evolvetreatment.com","37.9059712","-122.0299905","MH","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","1","","","","1","","","","","1","","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Evolve Treatment Centers","Danville","263 Montego Drive","","Danville","CA","94526","","Contra Costa","800-859-9052","","","","http://www.evolvetreatment.com","37.805119","-121.9962995","MH","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","1","","","","1","","","","","1","","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Center for Discovery","Danville","212 La Questa Drive","","Danville","CA","94526","3511","Contra Costa","866-862-3631","","","","http://centerfordiscovery.com/locations/danville/","37.8174208","-121.989987","MH","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Our Common Ground Inc","Outpatient","26 Central Avenue","","Redwood City","CA","94061","","San Mateo","650-367-9030 x12","","650-367-9030 x26","","http://ocgworks.org","37.4688703","-122.2230429","SU","","1","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","","","1","","","","","","","","","","","1","","","","1","","1","1","","","","","1","","","","1","1","","1","","","","","","","","","","","","1","","1","","","","","1","","","","1","","","1","","","","","1","","","","","","","","1","1","1","1","1","1","1","1","1","","","1","","","1","1","","1","1","","","1","1","","1","","1","1","1","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","","1","","1","1","","","","","1","1","1","","","","","","","","1","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","",""
"Service League of San Mateo County","Hope House","3789 Hoover Street","","Redwood City","CA","94063","","San Mateo","650-363-8735","","","","http://www.serviceleague.org","37.4831355989245","-122.183546515066","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","1","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","1","1","1","","","1","","","1","1","","1","1","1","1","","","","","","","","","","1","","1","","","","","1","","1","","1","","","1","1","","","","1","","","","","","","","1","1","1","1","1","1","","1","1","","","1","","","1","1","","1","","","","1","","","","","","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","","","","","","","","","","1","","1","","","1","","","1","","","","1","","","","","","","1","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reflections Detox Facility","","10 Lockton Lane","","Novato","CA","94945","","Marin","628-587-2242","","877-781-5602","","http://www.livingatreflections.com","38.1130031","-122.5175835","SU","","","1","","","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","1","","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","1","","1","1","","1","1","","","","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","","","1","1","","1","1","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","1","1","1","","","","1","1","1","","","1","1","1","1","","1","1","1","1","1","1","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
